system   D            wsystem.c:583  maybe_parent_dir                 [   0.00042] Also searching C:\Users\Jay Jay\Downloads\ALLEGROOP v4.9\
dtor     D               dtor.c:184  _al_register_destructor          [   4.59145] added dtor for object 14AFE2F0, func 5F302379
acodec   I                ogg.c:202  _al_load_ogg_vorbis              [   4.59149] Loading sample squidboss.ogg.
acodec   D                ogg.c:261  _al_load_ogg_vorbis_f            [   4.59292] channels 2
acodec   D                ogg.c:262  _al_load_ogg_vorbis_f            [   4.59293] word_size 2
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   4.59294] rate 44100
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   4.59296] total_samples 2718720
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   4.59297] total_size 10874880
dtor     D               dtor.c:184  _al_register_destructor          [   4.96983] added dtor for object 14AFE348, func 5F302379
acodec   I                ogg.c:202  _al_load_ogg_vorbis              [   4.96987] Loading sample boss2.ogg.
acodec   D                ogg.c:261  _al_load_ogg_vorbis_f            [   4.97137] channels 2
acodec   D                ogg.c:262  _al_load_ogg_vorbis_f            [   4.97139] word_size 2
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   4.97139] rate 44100
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   4.97140] total_samples 3126528
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   4.97141] total_size 12506112
dtor     D               dtor.c:184  _al_register_destructor          [   5.40391] added dtor for object 04E9D638, func 5F302379
acodec   I                ogg.c:202  _al_load_ogg_vorbis              [   5.40396] Loading sample leveltwo.ogg.
acodec   D                ogg.c:261  _al_load_ogg_vorbis_f            [   5.40485] channels 2
acodec   D                ogg.c:262  _al_load_ogg_vorbis_f            [   5.40486] word_size 2
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   5.40487] rate 44100
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   5.40488] total_samples 3064320
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   5.40489] total_size 12257280
dtor     D               dtor.c:184  _al_register_destructor          [   5.82555] added dtor for object 04E9D690, func 5F302379
acodec   I                ogg.c:202  _al_load_ogg_vorbis              [   5.82559] Loading sample wind.ogg.
acodec   D                ogg.c:261  _al_load_ogg_vorbis_f            [   5.82631] channels 2
acodec   D                ogg.c:262  _al_load_ogg_vorbis_f            [   5.82632] word_size 2
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   5.82633] rate 44100
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   5.82634] total_samples 53614
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   5.82634] total_size 214456
dtor     D               dtor.c:184  _al_register_destructor          [   5.84023] added dtor for object 04E9D6E8, func 5F302379
acodec   I                ogg.c:202  _al_load_ogg_vorbis              [   5.84027] Loading sample conversationsong.ogg.
acodec   D                ogg.c:261  _al_load_ogg_vorbis_f            [   5.84180] channels 2
acodec   D                ogg.c:262  _al_load_ogg_vorbis_f            [   5.84182] word_size 2
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   5.84182] rate 44100
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   5.84183] total_samples 4912128
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   5.84184] total_size 19648512
dtor     D               dtor.c:184  _al_register_destructor          [   6.52073] added dtor for object 04E9D740, func 5F302379
acodec   I                ogg.c:202  _al_load_ogg_vorbis              [   6.52080] Loading sample tsunami.ogg.
acodec   D                ogg.c:261  _al_load_ogg_vorbis_f            [   6.52164] channels 2
acodec   D                ogg.c:262  _al_load_ogg_vorbis_f            [   6.52165] word_size 2
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   6.52166] rate 44100
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   6.52167] total_samples 251904
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   6.52168] total_size 1007616
dtor     D               dtor.c:184  _al_register_destructor          [   6.55916] added dtor for object 04E9D798, func 5F302379
acodec   I                ogg.c:202  _al_load_ogg_vorbis              [   6.55920] Loading sample dragonroar.ogg.
acodec   D                ogg.c:261  _al_load_ogg_vorbis_f            [   6.55984] channels 2
acodec   D                ogg.c:262  _al_load_ogg_vorbis_f            [   6.55985] word_size 2
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   6.55986] rate 44100
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   6.55987] total_samples 48384
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   6.55988] total_size 193536
dtor     D               dtor.c:184  _al_register_destructor          [   6.57327] added dtor for object 04E9D7F0, func 5F302379
acodec   I                ogg.c:202  _al_load_ogg_vorbis              [   6.57331] Loading sample demonroar.ogg.
acodec   D                ogg.c:261  _al_load_ogg_vorbis_f            [   6.57389] channels 1
acodec   D                ogg.c:262  _al_load_ogg_vorbis_f            [   6.57390] word_size 2
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   6.57391] rate 44100
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   6.57392] total_samples 109932
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   6.57393] total_size 219864
dtor     D               dtor.c:184  _al_register_destructor          [   6.58840] added dtor for object 04E9D848, func 5F302379
acodec   I                ogg.c:202  _al_load_ogg_vorbis              [   6.58844] Loading sample lastboss.ogg.
acodec   D                ogg.c:261  _al_load_ogg_vorbis_f            [   6.58995] channels 2
acodec   D                ogg.c:262  _al_load_ogg_vorbis_f            [   6.58996] word_size 2
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   6.58997] rate 44100
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   6.58998] total_samples 4360320
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   6.58999] total_size 17441280
dtor     D               dtor.c:184  _al_register_destructor          [   7.19448] added dtor for object 04E9D8A0, func 5F302379
acodec   I                ogg.c:202  _al_load_ogg_vorbis              [   7.19454] Loading sample firefall.ogg.
acodec   D                ogg.c:261  _al_load_ogg_vorbis_f            [   7.19536] channels 1
acodec   D                ogg.c:262  _al_load_ogg_vorbis_f            [   7.19537] word_size 2
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   7.19538] rate 44100
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   7.19540] total_samples 118808
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   7.19540] total_size 237616
dtor     D               dtor.c:184  _al_register_destructor          [   7.21198] added dtor for object 04E9D8F8, func 5F302379
acodec   I                ogg.c:202  _al_load_ogg_vorbis              [   7.21202] Loading sample clocksound.ogg.
acodec   D                ogg.c:261  _al_load_ogg_vorbis_f            [   7.21290] channels 2
acodec   D                ogg.c:262  _al_load_ogg_vorbis_f            [   7.21291] word_size 2
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   7.21292] rate 44100
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   7.21293] total_samples 87188
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   7.21293] total_size 348752
dtor     D               dtor.c:184  _al_register_destructor          [   7.23402] added dtor for object 04E9D950, func 5F302379
acodec   I                ogg.c:202  _al_load_ogg_vorbis              [   7.23407] Loading sample hittingsound3.ogg.
acodec   D                ogg.c:261  _al_load_ogg_vorbis_f            [   7.23554] channels 2
acodec   D                ogg.c:262  _al_load_ogg_vorbis_f            [   7.23555] word_size 2
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   7.23556] rate 44100
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   7.23557] total_samples 26496
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   7.23558] total_size 105984
dtor     D               dtor.c:184  _al_register_destructor          [   7.24309] added dtor for object 04E9D9A8, func 5F302379
dtor     D               dtor.c:184  _al_register_destructor          [   7.24312] added dtor for object 04E9DA00, func 5F3023EC
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   7.24313] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   7.24314]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   7.24315]  0.000000 0.707107
dtor     D               dtor.c:184  _al_register_destructor          [   7.24316] added dtor for object 14D5C120, func 5F3023EC
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   7.24317] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   7.24318]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   7.24319]  0.000000 0.707107
dtor     D               dtor.c:184  _al_register_destructor          [   7.24320] added dtor for object 14D5C238, func 5F3023EC
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   7.24321] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   7.24322]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   7.24323]  0.000000 0.707107
dtor     D               dtor.c:184  _al_register_destructor          [   7.24324] added dtor for object 14D5C350, func 5F3023EC
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   7.24325] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   7.24325]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   7.24326]  0.000000 0.707107
dtor     D               dtor.c:184  _al_register_destructor          [   7.24327] added dtor for object 14D5C4B8, func 5F3023EC
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   7.24329] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   7.24330]  0.452548 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   7.24330]  0.000000 0.452548
dtor     D               dtor.c:184  _al_register_destructor          [   7.24331] added dtor for object 14D5C620, func 5F3023EC
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   7.24332] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   7.24333]  0.176777 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   7.24334]  0.000000 0.176777
dtor     D               dtor.c:184  _al_register_destructor          [   7.24335] added dtor for object 14D5C788, func 5F3023EC
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   7.24336] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   7.24337]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   7.24338]  0.000000 0.707107
dtor     D               dtor.c:184  _al_register_destructor          [   7.24340] added dtor for object 14D5C8F0, func 5F3023EC
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   7.24341] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   7.24342]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   7.24343]  0.000000 0.707107
dtor     D               dtor.c:184  _al_register_destructor          [   7.24344] added dtor for object 14D5CA58, func 5F3023EC
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   7.24345] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   7.24346]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   7.24347]  0.000000 0.707107
dtor     D               dtor.c:184  _al_register_destructor          [   7.24348] added dtor for object 14D5CBC0, func 5F3023EC
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   7.24349] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   7.24349]  0.254558 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   7.24350]  0.000000 0.254558
dtor     D               dtor.c:184  _al_register_destructor          [   7.24352] added dtor for object 14D5CD28, func 5F3023EC
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   7.24353] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   7.24354]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   7.24354]  0.000000 0.707107
dtor     D               dtor.c:184  _al_register_destructor          [   7.24355] added dtor for object 14D5CE90, func 5F3023EC
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   7.24356] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   7.24357]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   7.24358]  0.000000 0.707107
dtor     D               dtor.c:184  _al_register_destructor          [   7.24359] added dtor for object 04E3CF20, func 5F3023EC
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   7.24360] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   7.24361]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   7.24362]  0.000000 0.707107
